Entity,Code,Day,Daily hospital occupancy
Singapore,SGP,2020-07-02,200
Singapore,SGP,2020-07-03,222
Singapore,SGP,2020-07-04,202
Singapore,SGP,2020-07-05,210
Singapore,SGP,2020-07-06,206
Singapore,SGP,2020-07-07,218
Singapore,SGP,2020-07-08,213
Singapore,SGP,2020-07-09,196
Singapore,SGP,2020-07-10,202
Singapore,SGP,2020-07-11,191
Singapore,SGP,2020-07-12,180
Singapore,SGP,2020-07-13,165
Singapore,SGP,2020-07-14,161
Singapore,SGP,2020-07-15,159
Singapore,SGP,2020-07-16,146
Singapore,SGP,2020-07-17,165
Singapore,SGP,2020-07-18,169
Singapore,SGP,2020-07-19,181
Singapore,SGP,2020-07-20,183
Singapore,SGP,2020-07-21,170
Singapore,SGP,2020-07-22,150
Singapore,SGP,2020-07-23,137
Singapore,SGP,2020-07-24,157
Singapore,SGP,2020-07-25,148
Singapore,SGP,2020-07-26,173
Singapore,SGP,2020-07-27,179
Singapore,SGP,2020-07-28,185
Singapore,SGP,2020-07-29,184
Singapore,SGP,2020-07-30,148
Singapore,SGP,2020-07-31,136
Singapore,SGP,2020-08-01,117
Singapore,SGP,2020-08-02,109
Singapore,SGP,2020-08-03,114
Singapore,SGP,2020-08-04,124
Singapore,SGP,2020-08-05,125
Singapore,SGP,2020-08-06,112
Singapore,SGP,2020-08-07,124
Singapore,SGP,2020-08-08,145
Singapore,SGP,2020-08-09,135
Singapore,SGP,2020-08-10,112
Singapore,SGP,2020-08-11,104
Singapore,SGP,2020-08-12,92
Singapore,SGP,2020-08-13,91
Singapore,SGP,2020-08-14,79
Singapore,SGP,2020-08-15,83
Singapore,SGP,2020-08-16,82
Singapore,SGP,2020-08-17,82
Singapore,SGP,2020-08-18,88
Singapore,SGP,2020-08-19,87
Singapore,SGP,2020-08-20,75
Singapore,SGP,2020-08-21,72
Singapore,SGP,2020-08-22,81
Singapore,SGP,2020-08-23,76
Singapore,SGP,2020-08-24,84
Singapore,SGP,2020-08-25,78
Singapore,SGP,2020-08-26,65
Singapore,SGP,2020-08-27,66
Singapore,SGP,2020-08-28,71
Singapore,SGP,2020-08-29,70
Singapore,SGP,2020-08-30,74
Singapore,SGP,2020-08-31,78
Singapore,SGP,2020-09-01,86
Singapore,SGP,2020-09-02,75
Singapore,SGP,2020-09-03,52
Singapore,SGP,2020-09-04,51
Singapore,SGP,2020-09-05,50
Singapore,SGP,2020-09-06,51
Singapore,SGP,2020-09-07,51
Singapore,SGP,2020-09-08,48
Singapore,SGP,2020-09-09,34
Singapore,SGP,2020-09-10,47
Singapore,SGP,2020-09-11,49
Singapore,SGP,2020-09-12,54
Singapore,SGP,2020-09-13,60
Singapore,SGP,2020-09-14,53
Singapore,SGP,2020-09-15,51
Singapore,SGP,2020-09-16,42
Singapore,SGP,2020-09-17,43
Singapore,SGP,2020-09-18,38
Singapore,SGP,2020-09-19,27
Singapore,SGP,2020-09-20,30
Singapore,SGP,2020-09-21,36
Singapore,SGP,2020-09-22,37
Singapore,SGP,2020-09-23,36
Singapore,SGP,2020-09-24,28
Singapore,SGP,2020-09-25,30
Singapore,SGP,2020-09-26,25
Singapore,SGP,2020-09-27,31
Singapore,SGP,2020-09-28,36
Singapore,SGP,2020-09-29,32
Singapore,SGP,2020-09-30,41
Singapore,SGP,2020-10-01,44
Singapore,SGP,2020-10-02,48
Singapore,SGP,2020-10-03,46
Singapore,SGP,2020-10-04,43
Singapore,SGP,2020-10-05,42
Singapore,SGP,2020-10-06,42
Singapore,SGP,2020-10-07,38
Singapore,SGP,2020-10-08,34
Singapore,SGP,2020-10-09,36
Singapore,SGP,2020-10-10,39
Singapore,SGP,2020-10-11,43
Singapore,SGP,2020-10-12,48
Singapore,SGP,2020-10-13,35
Singapore,SGP,2020-10-14,39
Singapore,SGP,2020-10-15,36
Singapore,SGP,2020-10-16,30
Singapore,SGP,2020-10-17,37
Singapore,SGP,2020-10-18,40
Singapore,SGP,2020-10-19,34
Singapore,SGP,2020-10-20,38
Singapore,SGP,2020-10-21,43
Singapore,SGP,2020-10-22,45
Singapore,SGP,2020-10-23,52
Singapore,SGP,2020-10-24,53
Singapore,SGP,2020-10-25,51
Singapore,SGP,2020-10-26,43
Singapore,SGP,2020-10-27,43
Singapore,SGP,2020-10-28,40
Singapore,SGP,2020-10-29,37
Singapore,SGP,2020-10-30,42
Singapore,SGP,2020-10-31,42
Singapore,SGP,2020-11-01,46
Singapore,SGP,2020-11-02,46
Singapore,SGP,2020-11-03,38
Singapore,SGP,2020-11-04,44
Singapore,SGP,2020-11-05,40
Singapore,SGP,2020-11-06,36
Singapore,SGP,2020-11-07,34
Singapore,SGP,2020-11-08,33
Singapore,SGP,2020-11-09,34
Singapore,SGP,2020-11-10,40
Singapore,SGP,2020-11-11,33
Singapore,SGP,2020-11-12,48
Singapore,SGP,2020-11-13,50
Singapore,SGP,2020-11-14,47
Singapore,SGP,2020-11-15,41
Singapore,SGP,2020-11-16,40
Singapore,SGP,2020-11-17,37
Singapore,SGP,2020-11-18,33
Singapore,SGP,2020-11-19,27
Singapore,SGP,2020-11-20,25
Singapore,SGP,2020-11-21,21
Singapore,SGP,2020-11-22,25
Singapore,SGP,2020-11-23,35
Singapore,SGP,2020-11-24,36
Singapore,SGP,2020-11-25,41
Singapore,SGP,2020-11-26,42
Singapore,SGP,2020-11-27,30
Singapore,SGP,2020-11-28,32
Singapore,SGP,2020-11-29,31
Singapore,SGP,2020-11-30,29
Singapore,SGP,2020-12-01,29
Singapore,SGP,2020-12-02,28
Singapore,SGP,2020-12-03,26
Singapore,SGP,2020-12-04,28
Singapore,SGP,2020-12-05,26
Singapore,SGP,2020-12-06,27
Singapore,SGP,2020-12-07,28
Singapore,SGP,2020-12-08,23
Singapore,SGP,2020-12-09,20
Singapore,SGP,2020-12-10,20
Singapore,SGP,2020-12-11,29
Singapore,SGP,2020-12-12,28
Singapore,SGP,2020-12-13,21
Singapore,SGP,2020-12-14,22
Singapore,SGP,2020-12-15,25
Singapore,SGP,2020-12-16,25
Singapore,SGP,2020-12-17,33
Singapore,SGP,2020-12-18,36
Singapore,SGP,2020-12-19,38
Singapore,SGP,2020-12-20,43
Singapore,SGP,2020-12-21,46
Singapore,SGP,2020-12-22,47
Singapore,SGP,2020-12-23,34
Singapore,SGP,2020-12-24,36
Singapore,SGP,2020-12-25,31
Singapore,SGP,2020-12-26,37
Singapore,SGP,2020-12-27,31
Singapore,SGP,2020-12-28,35
Singapore,SGP,2020-12-29,37
Singapore,SGP,2020-12-30,52
Singapore,SGP,2020-12-31,56
Singapore,SGP,2021-01-01,56
Singapore,SGP,2021-01-02,60
Singapore,SGP,2021-01-03,63
Singapore,SGP,2021-01-04,66
Singapore,SGP,2021-01-05,59
Singapore,SGP,2021-01-06,63
Singapore,SGP,2021-01-07,60
Singapore,SGP,2021-01-08,60
Singapore,SGP,2021-01-09,66
Singapore,SGP,2021-01-10,59
Singapore,SGP,2021-01-11,66
Singapore,SGP,2021-01-12,52
Singapore,SGP,2021-01-13,55
Singapore,SGP,2021-01-14,41
Singapore,SGP,2021-01-15,51
Singapore,SGP,2021-01-16,54
Singapore,SGP,2021-01-17,49
Singapore,SGP,2021-01-18,44
Singapore,SGP,2021-01-19,45
Singapore,SGP,2021-01-20,44
Singapore,SGP,2021-01-21,42
Singapore,SGP,2021-01-22,40
Singapore,SGP,2021-01-23,38
Singapore,SGP,2021-01-24,50
Singapore,SGP,2021-01-25,59
Singapore,SGP,2021-01-26,50
Singapore,SGP,2021-01-27,38
Singapore,SGP,2021-01-28,40
Singapore,SGP,2021-01-29,47
Singapore,SGP,2021-01-30,46
Singapore,SGP,2021-01-31,44
Singapore,SGP,2021-02-01,45
Singapore,SGP,2021-02-02,44
Singapore,SGP,2021-02-03,39
Singapore,SGP,2021-02-04,38
Singapore,SGP,2021-02-05,40
Singapore,SGP,2021-02-06,38
Singapore,SGP,2021-02-07,36
Singapore,SGP,2021-02-08,43
Singapore,SGP,2021-02-09,39
Singapore,SGP,2021-02-10,35
Singapore,SGP,2021-02-11,32
Singapore,SGP,2021-02-12,30
Singapore,SGP,2021-02-13,33
Singapore,SGP,2021-02-14,31
Singapore,SGP,2021-02-15,35
Singapore,SGP,2021-02-16,29
Singapore,SGP,2021-02-17,24
Singapore,SGP,2021-02-18,19
Singapore,SGP,2021-02-19,19
Singapore,SGP,2021-02-20,19
Singapore,SGP,2021-02-21,21
Singapore,SGP,2021-02-22,18
Singapore,SGP,2021-02-23,18
Singapore,SGP,2021-02-24,17
Singapore,SGP,2021-02-25,15
Singapore,SGP,2021-02-26,14
Singapore,SGP,2021-02-27,14
Singapore,SGP,2021-02-28,17
Singapore,SGP,2021-03-01,19
Singapore,SGP,2021-03-02,18
Singapore,SGP,2021-03-03,17
Singapore,SGP,2021-03-04,23
Singapore,SGP,2021-03-05,16
Singapore,SGP,2021-03-06,21
Singapore,SGP,2021-03-07,23
Singapore,SGP,2021-03-08,20
Singapore,SGP,2021-03-09,20
Singapore,SGP,2021-03-10,24
Singapore,SGP,2021-03-11,20
Singapore,SGP,2021-03-12,20
Singapore,SGP,2021-03-13,17
Singapore,SGP,2021-03-14,17
Singapore,SGP,2021-03-15,20
Singapore,SGP,2021-03-16,21
Singapore,SGP,2021-03-17,19
Singapore,SGP,2021-03-18,14
Singapore,SGP,2021-03-19,15
Singapore,SGP,2021-03-20,17
Singapore,SGP,2021-03-21,18
Singapore,SGP,2021-03-22,21
Singapore,SGP,2021-03-23,25
Singapore,SGP,2021-03-24,25
Singapore,SGP,2021-03-25,25
Singapore,SGP,2021-03-26,26
Singapore,SGP,2021-03-27,31
Singapore,SGP,2021-03-28,32
Singapore,SGP,2021-03-29,38
Singapore,SGP,2021-03-30,36
Singapore,SGP,2021-03-31,36
Singapore,SGP,2021-04-01,37
Singapore,SGP,2021-04-02,39
Singapore,SGP,2021-04-03,40
Singapore,SGP,2021-04-04,39
Singapore,SGP,2021-04-05,45
Singapore,SGP,2021-04-06,47
Singapore,SGP,2021-04-07,45
Singapore,SGP,2021-04-08,42
Singapore,SGP,2021-04-09,43
Singapore,SGP,2021-04-10,44
Singapore,SGP,2021-04-11,57
Singapore,SGP,2021-04-12,55
Singapore,SGP,2021-04-13,60
Singapore,SGP,2021-04-14,59
Singapore,SGP,2021-04-15,55
Singapore,SGP,2021-04-16,49
Singapore,SGP,2021-04-17,60
Singapore,SGP,2021-04-18,66
Singapore,SGP,2021-04-19,78
Singapore,SGP,2021-04-20,73
Singapore,SGP,2021-04-21,69
Singapore,SGP,2021-04-22,66
Singapore,SGP,2021-04-23,79
Singapore,SGP,2021-04-24,87
Singapore,SGP,2021-04-25,93
Singapore,SGP,2021-04-26,109
Singapore,SGP,2021-04-27,108
Singapore,SGP,2021-04-28,112
Singapore,SGP,2021-04-29,110
Singapore,SGP,2021-04-30,113
Singapore,SGP,2021-05-01,112
Singapore,SGP,2021-05-02,126
Singapore,SGP,2021-05-03,131
Singapore,SGP,2021-05-04,129
Singapore,SGP,2021-05-05,129
Singapore,SGP,2021-05-06,119
Singapore,SGP,2021-05-07,136
Singapore,SGP,2021-05-08,131
Singapore,SGP,2021-05-09,131
Singapore,SGP,2021-05-10,132
Singapore,SGP,2021-05-11,141
Singapore,SGP,2021-05-12,140
Singapore,SGP,2021-05-13,147
Singapore,SGP,2021-05-14,177
Singapore,SGP,2021-05-15,187
Singapore,SGP,2021-05-16,205
Singapore,SGP,2021-05-17,210
Singapore,SGP,2021-05-18,215
Singapore,SGP,2021-05-19,216
Singapore,SGP,2021-05-20,236
Singapore,SGP,2021-05-21,245
Singapore,SGP,2021-05-22,250
Singapore,SGP,2021-05-23,239
Singapore,SGP,2021-05-24,241
Singapore,SGP,2021-05-25,248
Singapore,SGP,2021-05-26,240
Singapore,SGP,2021-05-27,243
Singapore,SGP,2021-05-28,238
Singapore,SGP,2021-05-29,223
Singapore,SGP,2021-05-30,219
Singapore,SGP,2021-05-31,221
Singapore,SGP,2021-06-01,215
Singapore,SGP,2021-06-02,214
Singapore,SGP,2021-06-03,229
Singapore,SGP,2021-06-04,227
Singapore,SGP,2021-06-05,205
Singapore,SGP,2021-06-06,205
Singapore,SGP,2021-06-07,202
Singapore,SGP,2021-06-08,185
Singapore,SGP,2021-06-09,157
Singapore,SGP,2021-06-10,149
Singapore,SGP,2021-06-11,132
Singapore,SGP,2021-06-12,124
Singapore,SGP,2021-06-13,129
Singapore,SGP,2021-06-14,136
Singapore,SGP,2021-06-15,135
Singapore,SGP,2021-06-16,145
Singapore,SGP,2021-06-17,150
Singapore,SGP,2021-06-18,151
Singapore,SGP,2021-06-19,152
Singapore,SGP,2021-06-20,141
Singapore,SGP,2021-06-21,134
Singapore,SGP,2021-06-22,140
Singapore,SGP,2021-06-23,136
Singapore,SGP,2021-06-24,132
Singapore,SGP,2021-06-25,135
Singapore,SGP,2021-06-26,139
Singapore,SGP,2021-06-27,144
Singapore,SGP,2021-06-28,132
Singapore,SGP,2021-06-29,126
Singapore,SGP,2021-06-30,129
Singapore,SGP,2021-07-01,124
Singapore,SGP,2021-07-02,117
Singapore,SGP,2021-07-03,111
Singapore,SGP,2021-07-04,101
Singapore,SGP,2021-07-05,99
Singapore,SGP,2021-07-06,96
Singapore,SGP,2021-07-07,87
Singapore,SGP,2021-07-08,82
Singapore,SGP,2021-07-09,83
Singapore,SGP,2021-07-10,74
Singapore,SGP,2021-07-11,75
Singapore,SGP,2021-07-12,78
Singapore,SGP,2021-07-13,92
Singapore,SGP,2021-07-14,124
Singapore,SGP,2021-07-15,179
Singapore,SGP,2021-07-16,183
Singapore,SGP,2021-07-17,195
Singapore,SGP,2021-07-18,242
Singapore,SGP,2021-07-19,288
Singapore,SGP,2021-07-20,331
Singapore,SGP,2021-07-21,378
Singapore,SGP,2021-07-22,414
Singapore,SGP,2021-07-23,445
Singapore,SGP,2021-07-24,489
Singapore,SGP,2021-07-25,522
Singapore,SGP,2021-07-26,549
Singapore,SGP,2021-07-27,543
Singapore,SGP,2021-07-28,565
Singapore,SGP,2021-07-29,569
Singapore,SGP,2021-07-30,564
Singapore,SGP,2021-07-31,597
Singapore,SGP,2021-08-01,582
Singapore,SGP,2021-08-02,595
Singapore,SGP,2021-08-03,585
Singapore,SGP,2021-08-04,548
Singapore,SGP,2021-08-05,569
Singapore,SGP,2021-08-06,539
Singapore,SGP,2021-08-07,525
Singapore,SGP,2021-08-08,534
Singapore,SGP,2021-08-09,517
Singapore,SGP,2021-08-10,497
Singapore,SGP,2021-08-11,500
Singapore,SGP,2021-08-12,461
Singapore,SGP,2021-08-13,478
Singapore,SGP,2021-08-14,442
Singapore,SGP,2021-08-15,435
Singapore,SGP,2021-08-16,419
Singapore,SGP,2021-08-17,398
Singapore,SGP,2021-08-18,396
Singapore,SGP,2021-08-19,383
Singapore,SGP,2021-08-20,373
Singapore,SGP,2021-08-21,357
Singapore,SGP,2021-08-22,339
Singapore,SGP,2021-08-23,329
Singapore,SGP,2021-08-24,332
Singapore,SGP,2021-08-25,343
Singapore,SGP,2021-08-26,336
Singapore,SGP,2021-08-27,363
Singapore,SGP,2021-08-28,383
Singapore,SGP,2021-08-29,408
Singapore,SGP,2021-08-30,436
Singapore,SGP,2021-08-31,458
Singapore,SGP,2021-09-01,494
Singapore,SGP,2021-09-02,523
Singapore,SGP,2021-09-03,575
Singapore,SGP,2021-09-04,603
Singapore,SGP,2021-09-05,648
Singapore,SGP,2021-09-06,631
Singapore,SGP,2021-09-07,637
Singapore,SGP,2021-09-08,658
Singapore,SGP,2021-09-09,657
Singapore,SGP,2021-09-10,683
Singapore,SGP,2021-09-11,701
Singapore,SGP,2021-09-12,773
Singapore,SGP,2021-09-13,766
Singapore,SGP,2021-09-14,800
Singapore,SGP,2021-09-15,813
Singapore,SGP,2021-09-16,825
Singapore,SGP,2021-09-17,799
Singapore,SGP,2021-09-18,845
Singapore,SGP,2021-09-19,852
Singapore,SGP,2021-09-20,1037
Singapore,SGP,2021-09-21,1092
Singapore,SGP,2021-09-22,1064
Singapore,SGP,2021-09-23,1097
Singapore,SGP,2021-09-24,1069
Singapore,SGP,2021-09-25,1115
Singapore,SGP,2021-09-26,1173
Singapore,SGP,2021-09-27,1261
Singapore,SGP,2021-09-28,1295
Singapore,SGP,2021-09-29,1301
Singapore,SGP,2021-09-30,1326
Singapore,SGP,2021-10-01,1322
Singapore,SGP,2021-10-02,1391
Singapore,SGP,2021-10-03,1302
Singapore,SGP,2021-10-04,1320
Singapore,SGP,2021-10-05,1478
Singapore,SGP,2021-10-06,1483
Singapore,SGP,2021-10-07,1494
Singapore,SGP,2021-10-08,1523
Singapore,SGP,2021-10-09,1529
Singapore,SGP,2021-10-10,1572
Singapore,SGP,2021-10-11,1656
Singapore,SGP,2021-10-12,1577
Singapore,SGP,2021-10-13,1461
Singapore,SGP,2021-10-14,1465
Singapore,SGP,2021-10-15,1545
Singapore,SGP,2021-10-16,1402
Singapore,SGP,2021-10-17,1585
Singapore,SGP,2021-10-18,1647
Singapore,SGP,2021-10-19,1667
Singapore,SGP,2021-10-20,1651
Singapore,SGP,2021-10-21,1552
Singapore,SGP,2021-10-22,1552
Singapore,SGP,2021-10-23,1622
Singapore,SGP,2021-10-24,1680
Singapore,SGP,2021-10-25,1715
Singapore,SGP,2021-10-26,1720
Singapore,SGP,2021-10-27,1711
Singapore,SGP,2021-10-28,1671
Singapore,SGP,2021-10-29,1555
Singapore,SGP,2021-10-30,1567
Singapore,SGP,2021-10-31,1611
Singapore,SGP,2021-11-01,1655
Singapore,SGP,2021-11-02,1646
Singapore,SGP,2021-11-03,1596
Singapore,SGP,2021-11-04,1611
Singapore,SGP,2021-11-05,1599
Singapore,SGP,2021-11-06,1592
Singapore,SGP,2021-11-07,1590
Singapore,SGP,2021-11-08,1658
Singapore,SGP,2021-11-09,1628
Singapore,SGP,2021-11-10,1611
Singapore,SGP,2021-11-11,1540
Singapore,SGP,2021-11-12,1541
Singapore,SGP,2021-11-13,1502
Singapore,SGP,2021-11-14,1456
Singapore,SGP,2021-11-15,1461
Singapore,SGP,2021-11-16,1433
Singapore,SGP,2021-11-17,1404
Singapore,SGP,2021-11-18,1375
Singapore,SGP,2021-11-19,1282
Singapore,SGP,2021-11-20,1307
Singapore,SGP,2021-11-21,1302
Singapore,SGP,2021-11-22,1359
Singapore,SGP,2021-11-23,1325
Singapore,SGP,2021-11-24,1306
Singapore,SGP,2021-11-25,1196
Singapore,SGP,2021-11-26,1181
Singapore,SGP,2021-11-27,1103
Singapore,SGP,2021-11-28,1092
Singapore,SGP,2021-11-29,1096
Singapore,SGP,2021-11-30,1048
Singapore,SGP,2021-12-01,993
Singapore,SGP,2021-12-02,931
Singapore,SGP,2021-12-03,881
Singapore,SGP,2021-12-04,839
Singapore,SGP,2021-12-05,811
Singapore,SGP,2021-12-06,803
Singapore,SGP,2021-12-07,784
Singapore,SGP,2021-12-08,744
Singapore,SGP,2021-12-09,626
Singapore,SGP,2021-12-10,597
Singapore,SGP,2021-12-11,567
Singapore,SGP,2021-12-12,562
Singapore,SGP,2021-12-13,545
Singapore,SGP,2021-12-14,517
Singapore,SGP,2021-12-15,489
Singapore,SGP,2021-12-16,474
Singapore,SGP,2021-12-17,448
Singapore,SGP,2021-12-18,436
Singapore,SGP,2021-12-19,467
Singapore,SGP,2021-12-20,477
Singapore,SGP,2021-12-21,430
Singapore,SGP,2021-12-22,405
Singapore,SGP,2021-12-23,399
Singapore,SGP,2021-12-24,394
Singapore,SGP,2021-12-25,373
Singapore,SGP,2021-12-26,359
Singapore,SGP,2021-12-27,346
Singapore,SGP,2021-12-28,286
Singapore,SGP,2021-12-29,289
Singapore,SGP,2021-12-30,263
Singapore,SGP,2021-12-31,250
Singapore,SGP,2022-01-01,249
Singapore,SGP,2022-01-02,252
Singapore,SGP,2022-01-03,170
Singapore,SGP,2022-01-04,168
Singapore,SGP,2022-01-05,171
Singapore,SGP,2022-01-06,158
Singapore,SGP,2022-01-07,153
Singapore,SGP,2022-01-08,149
Singapore,SGP,2022-01-09,153
Singapore,SGP,2022-01-10,158
Singapore,SGP,2022-01-11,155
Singapore,SGP,2022-01-12,157
Singapore,SGP,2022-01-13,163
Singapore,SGP,2022-01-14,176
Singapore,SGP,2022-01-15,170
Singapore,SGP,2022-01-16,184
Singapore,SGP,2022-01-17,205
Singapore,SGP,2022-01-18,237
Singapore,SGP,2022-01-19,272
Slovakia,SVK,2020-04-24,222
Slovakia,SVK,2020-04-25,212
Slovakia,SVK,2020-04-26,181
Slovakia,SVK,2020-04-27,186
Slovakia,SVK,2020-04-28,175
Slovakia,SVK,2020-04-29,180
Slovakia,SVK,2020-04-30,51
Slovakia,SVK,2020-05-01,43
Slovakia,SVK,2020-05-02,41
Slovakia,SVK,2020-05-03,42
Slovakia,SVK,2020-05-04,38
Slovakia,SVK,2020-05-05,35
Slovakia,SVK,2020-05-06,34
Slovakia,SVK,2020-05-07,29
Slovakia,SVK,2020-05-08,22
Slovakia,SVK,2020-05-09,22
Slovakia,SVK,2020-05-10,20
Slovakia,SVK,2020-05-11,20
Slovakia,SVK,2020-05-12,18
Slovakia,SVK,2020-05-13,20
Slovakia,SVK,2020-05-14,21
Slovakia,SVK,2020-05-15,21
Slovakia,SVK,2020-05-16,19
Slovakia,SVK,2020-05-17,18
Slovakia,SVK,2020-05-18,18
Slovakia,SVK,2020-05-19,15
Slovakia,SVK,2020-05-20,14
Slovakia,SVK,2020-05-21,12
Slovakia,SVK,2020-05-22,9
Slovakia,SVK,2020-05-23,9
Slovakia,SVK,2020-05-24,9
Slovakia,SVK,2020-05-25,10
Slovakia,SVK,2020-05-26,7
Slovakia,SVK,2020-05-27,6
Slovakia,SVK,2020-05-28,8
Slovakia,SVK,2020-05-29,5
Slovakia,SVK,2020-05-30,5
Slovakia,SVK,2020-05-31,4
Slovakia,SVK,2020-06-01,4
Slovakia,SVK,2020-06-02,3
Slovakia,SVK,2020-06-03,3
Slovakia,SVK,2020-06-04,2
Slovakia,SVK,2020-06-05,3
Slovakia,SVK,2020-06-06,3
Slovakia,SVK,2020-06-07,3
Slovakia,SVK,2020-06-08,3
Slovakia,SVK,2020-06-09,3
Slovakia,SVK,2020-06-10,3
Slovakia,SVK,2020-06-11,2
Slovakia,SVK,2020-06-12,2
Slovakia,SVK,2020-06-13,2
Slovakia,SVK,2020-06-14,2
Slovakia,SVK,2020-06-15,1
Slovakia,SVK,2020-06-16,0
Slovakia,SVK,2020-06-17,2
Slovakia,SVK,2020-06-18,1
Slovakia,SVK,2020-06-19,2
Slovakia,SVK,2020-06-20,2
Slovakia,SVK,2020-06-21,2
Slovakia,SVK,2020-06-22,3
Slovakia,SVK,2020-06-23,3
Slovakia,SVK,2020-06-24,4
Slovakia,SVK,2020-06-25,5
Slovakia,SVK,2020-06-26,5
Slovakia,SVK,2020-06-27,5
Slovakia,SVK,2020-06-28,5
Slovakia,SVK,2020-06-29,9
Slovakia,SVK,2020-06-30,9
Slovakia,SVK,2020-07-01,5
Slovakia,SVK,2020-07-02,4
Slovakia,SVK,2020-07-03,4
Slovakia,SVK,2020-07-04,5
Slovakia,SVK,2020-07-05,5
Slovakia,SVK,2020-07-06,6
Slovakia,SVK,2020-07-07,6
Slovakia,SVK,2020-07-08,6
Slovakia,SVK,2020-07-09,6
Slovakia,SVK,2020-07-10,6
Slovakia,SVK,2020-07-11,6
Slovakia,SVK,2020-07-12,6
Slovakia,SVK,2020-07-13,6
Slovakia,SVK,2020-07-14,7
Slovakia,SVK,2020-07-15,6
Slovakia,SVK,2020-07-16,7
Slovakia,SVK,2020-07-17,7
Slovakia,SVK,2020-07-18,7
Slovakia,SVK,2020-07-19,7
Slovakia,SVK,2020-07-20,9
Slovakia,SVK,2020-07-21,10
Slovakia,SVK,2020-07-22,10
Slovakia,SVK,2020-07-23,12
Slovakia,SVK,2020-07-24,12
Slovakia,SVK,2020-07-25,12
Slovakia,SVK,2020-07-26,12
Slovakia,SVK,2020-07-27,14
Slovakia,SVK,2020-07-28,15
Slovakia,SVK,2020-07-29,15
Slovakia,SVK,2020-07-30,12
Slovakia,SVK,2020-07-31,12
Slovakia,SVK,2020-08-01,12
Slovakia,SVK,2020-08-02,12
Slovakia,SVK,2020-08-03,10
Slovakia,SVK,2020-08-04,10
Slovakia,SVK,2020-08-05,12
Slovakia,SVK,2020-08-06,14
Slovakia,SVK,2020-08-07,24
Slovakia,SVK,2020-08-08,26
Slovakia,SVK,2020-08-09,27
Slovakia,SVK,2020-08-10,29
Slovakia,SVK,2020-08-11,38
Slovakia,SVK,2020-08-12,33
Slovakia,SVK,2020-08-13,33
Slovakia,SVK,2020-08-14,32
Slovakia,SVK,2020-08-15,33
Slovakia,SVK,2020-08-16,35
Slovakia,SVK,2020-08-17,37
Slovakia,SVK,2020-08-18,38
Slovakia,SVK,2020-08-19,40
Slovakia,SVK,2020-08-20,41
Slovakia,SVK,2020-08-21,39
Slovakia,SVK,2020-08-22,38
Slovakia,SVK,2020-08-23,37
Slovakia,SVK,2020-08-24,38
Slovakia,SVK,2020-08-25,39
Slovakia,SVK,2020-08-26,47
Slovakia,SVK,2020-08-27,44
Slovakia,SVK,2020-08-28,47
Slovakia,SVK,2020-08-29,46
Slovakia,SVK,2020-08-30,47
Slovakia,SVK,2020-08-31,60
Slovakia,SVK,2020-09-01,62
Slovakia,SVK,2020-09-02,64
Slovakia,SVK,2020-09-03,64
Slovakia,SVK,2020-09-04,66
Slovakia,SVK,2020-09-05,71
Slovakia,SVK,2020-09-06,71
Slovakia,SVK,2020-09-07,83
Slovakia,SVK,2020-09-08,91
Slovakia,SVK,2020-09-09,87
Slovakia,SVK,2020-09-10,86
Slovakia,SVK,2020-09-11,89
Slovakia,SVK,2020-09-12,86
Slovakia,SVK,2020-09-13,86
Slovakia,SVK,2020-09-14,93
Slovakia,SVK,2020-09-15,93
Slovakia,SVK,2020-09-16,91
Slovakia,SVK,2020-09-17,94
Slovakia,SVK,2020-09-18,85
Slovakia,SVK,2020-09-19,80
Slovakia,SVK,2020-09-20,83
Slovakia,SVK,2020-09-21,107
Slovakia,SVK,2020-09-22,107
Slovakia,SVK,2020-09-23,108
Slovakia,SVK,2020-09-24,113
Slovakia,SVK,2020-09-25,143
Slovakia,SVK,2020-09-26,154
Slovakia,SVK,2020-09-27,153
Slovakia,SVK,2020-09-28,169
Slovakia,SVK,2020-09-29,185
Slovakia,SVK,2020-09-30,195
Slovakia,SVK,2020-10-01,191
Slovakia,SVK,2020-10-02,213
Slovakia,SVK,2020-10-03,214
Slovakia,SVK,2020-10-04,218
Slovakia,SVK,2020-10-05,240
Slovakia,SVK,2020-10-06,256
Slovakia,SVK,2020-10-07,276
Slovakia,SVK,2020-10-08,298
Slovakia,SVK,2020-10-09,295
Slovakia,SVK,2020-10-10,298
Slovakia,SVK,2020-10-11,303
Slovakia,SVK,2020-10-12,306
Slovakia,SVK,2020-10-13,350
Slovakia,SVK,2020-10-14,375
Slovakia,SVK,2020-10-15,413
Slovakia,SVK,2020-10-16,469
Slovakia,SVK,2020-10-17,481
Slovakia,SVK,2020-10-18,481
Slovakia,SVK,2020-10-19,560
Slovakia,SVK,2020-10-20,622
Slovakia,SVK,2020-10-21,668
Slovakia,SVK,2020-10-22,674
Slovakia,SVK,2020-10-23,765
Slovakia,SVK,2020-10-24,891
Slovakia,SVK,2020-10-25,973
Slovakia,SVK,2020-10-26,1025
Slovakia,SVK,2020-10-27,1087
Slovakia,SVK,2020-10-28,1150
Slovakia,SVK,2020-10-29,1237
Slovakia,SVK,2020-10-30,1320
Slovakia,SVK,2020-10-31,1360
Slovakia,SVK,2020-11-01,1376
Slovakia,SVK,2020-11-02,1405
Slovakia,SVK,2020-11-03,1392
