Entity,Code,Day,Daily ICU occupancy,145332-annotations
Ireland,IRL,2021-09-09,54,
Ireland,IRL,2021-09-10,59,
Ireland,IRL,2021-09-11,58,
Ireland,IRL,2021-09-12,59,
Ireland,IRL,2021-09-13,58,
Ireland,IRL,2021-09-14,60,
Ireland,IRL,2021-09-15,65,
Ireland,IRL,2021-09-16,67,
Ireland,IRL,2021-09-17,73,
Ireland,IRL,2021-09-18,66,
Ireland,IRL,2021-09-19,63,
Ireland,IRL,2021-09-20,65,
Ireland,IRL,2021-09-21,63,
Ireland,IRL,2021-09-22,63,
Ireland,IRL,2021-09-23,59,
Ireland,IRL,2021-09-24,61,
Ireland,IRL,2021-09-25,65,
Ireland,IRL,2021-09-26,65,
Ireland,IRL,2021-09-27,66,
Ireland,IRL,2021-09-28,63,
Ireland,IRL,2021-09-29,60,
Ireland,IRL,2021-09-30,59,
Ireland,IRL,2021-10-01,59,
Ireland,IRL,2021-10-02,56,
Ireland,IRL,2021-10-03,60,
Ireland,IRL,2021-10-04,64,
Ireland,IRL,2021-10-05,65,
Ireland,IRL,2021-10-06,70,
Ireland,IRL,2021-10-07,69,
Ireland,IRL,2021-10-08,73,
Ireland,IRL,2021-10-09,74,
Ireland,IRL,2021-10-10,74,
Ireland,IRL,2021-10-11,75,
Ireland,IRL,2021-10-12,73,
Ireland,IRL,2021-10-13,69,
Ireland,IRL,2021-10-14,70,
Ireland,IRL,2021-10-15,73,
Ireland,IRL,2021-10-16,71,
Ireland,IRL,2021-10-17,74,
Ireland,IRL,2021-10-18,73,
Ireland,IRL,2021-10-19,74,
Ireland,IRL,2021-10-20,86,
Ireland,IRL,2021-10-21,88,
Ireland,IRL,2021-10-22,90,
Ireland,IRL,2021-10-23,93,
Ireland,IRL,2021-10-24,97,
Ireland,IRL,2021-10-25,99,
Ireland,IRL,2021-10-26,97,
Ireland,IRL,2021-10-27,101,
Ireland,IRL,2021-10-28,99,
Ireland,IRL,2021-10-29,97,
Ireland,IRL,2021-10-30,92,
Ireland,IRL,2021-10-31,93,
Ireland,IRL,2021-11-01,91,
Ireland,IRL,2021-11-02,90,
Ireland,IRL,2021-11-03,86,
Ireland,IRL,2021-11-04,90,
Ireland,IRL,2021-11-05,76,
Ireland,IRL,2021-11-06,74,
Ireland,IRL,2021-11-07,75,
Ireland,IRL,2021-11-08,78,
Ireland,IRL,2021-11-09,83,
Ireland,IRL,2021-11-10,89,
Ireland,IRL,2021-11-11,97,
Ireland,IRL,2021-11-12,96,
Ireland,IRL,2021-11-13,107,
Ireland,IRL,2021-11-14,106,
Ireland,IRL,2021-11-15,117,
Ireland,IRL,2021-11-16,114,
Ireland,IRL,2021-11-17,119,
Ireland,IRL,2021-11-18,118,
Ireland,IRL,2021-11-19,118,
Ireland,IRL,2021-11-20,121,
Ireland,IRL,2021-11-21,125,
Ireland,IRL,2021-11-22,126,
Ireland,IRL,2021-11-23,130,
Ireland,IRL,2021-11-24,132,
Ireland,IRL,2021-11-25,126,
Ireland,IRL,2021-11-26,118,
Ireland,IRL,2021-11-27,121,
Ireland,IRL,2021-11-28,117,
Ireland,IRL,2021-11-29,115,
Ireland,IRL,2021-11-30,122,
Ireland,IRL,2021-12-01,117,
Ireland,IRL,2021-12-02,117,
Ireland,IRL,2021-12-03,110,
Ireland,IRL,2021-12-04,114,
Ireland,IRL,2021-12-05,110,
Ireland,IRL,2021-12-06,110,
Ireland,IRL,2021-12-07,117,
Ireland,IRL,2021-12-08,118,
Ireland,IRL,2021-12-09,115,
Ireland,IRL,2021-12-10,110,
Ireland,IRL,2021-12-11,111,
Ireland,IRL,2021-12-12,109,
Ireland,IRL,2021-12-13,108,
Ireland,IRL,2021-12-14,109,
Ireland,IRL,2021-12-15,105,
Ireland,IRL,2021-12-16,108,
Ireland,IRL,2021-12-17,105,
Ireland,IRL,2021-12-18,107,
Ireland,IRL,2021-12-19,107,
Ireland,IRL,2021-12-20,104,
Ireland,IRL,2021-12-21,102,
Ireland,IRL,2021-12-22,100,
Ireland,IRL,2021-12-23,98,
Ireland,IRL,2021-12-24,89,
Ireland,IRL,2021-12-25,87,
Ireland,IRL,2021-12-26,91,
Ireland,IRL,2021-12-27,91,
Ireland,IRL,2021-12-28,92,
Ireland,IRL,2021-12-29,93,
Ireland,IRL,2021-12-30,88,
Ireland,IRL,2021-12-31,86,
Ireland,IRL,2022-01-01,85,
Ireland,IRL,2022-01-02,87,
Ireland,IRL,2022-01-03,93,
Ireland,IRL,2022-01-04,90,
Ireland,IRL,2022-01-05,94,
Ireland,IRL,2022-01-06,90,
Ireland,IRL,2022-01-07,84,
Ireland,IRL,2022-01-08,83,
Ireland,IRL,2022-01-09,83,
Israel,ISR,2020-03-02,0,
Israel,ISR,2020-03-03,0,
Israel,ISR,2020-03-04,0,
Israel,ISR,2020-03-05,1,
Israel,ISR,2020-03-06,2,
Israel,ISR,2020-03-07,3,
Israel,ISR,2020-03-08,5,
Israel,ISR,2020-03-09,5,
Israel,ISR,2020-03-10,6,
Israel,ISR,2020-03-11,7,
Israel,ISR,2020-03-12,7,
Israel,ISR,2020-03-13,7,
Israel,ISR,2020-03-14,6,
Israel,ISR,2020-03-15,9,
Israel,ISR,2020-03-16,11,
Israel,ISR,2020-03-17,12,
Israel,ISR,2020-03-18,16,
Israel,ISR,2020-03-19,21,
Israel,ISR,2020-03-20,23,
Israel,ISR,2020-03-21,27,
Israel,ISR,2020-03-22,38,
Israel,ISR,2020-03-23,44,
Israel,ISR,2020-03-24,48,
Israel,ISR,2020-03-25,52,
Israel,ISR,2020-03-26,56,
Israel,ISR,2020-03-27,66,
Israel,ISR,2020-03-28,70,
Israel,ISR,2020-03-29,80,
Israel,ISR,2020-03-30,90,
Israel,ISR,2020-03-31,99,
Israel,ISR,2020-04-01,111,
Israel,ISR,2020-04-02,113,
Israel,ISR,2020-04-03,131,
Israel,ISR,2020-04-04,140,
Israel,ISR,2020-04-05,135,
Israel,ISR,2020-04-06,147,
Israel,ISR,2020-04-07,160,
Israel,ISR,2020-04-08,166,
Israel,ISR,2020-04-09,166,
Israel,ISR,2020-04-10,170,
Israel,ISR,2020-04-11,182,
Israel,ISR,2020-04-12,177,
Israel,ISR,2020-04-13,192,
Israel,ISR,2020-04-14,178,
Israel,ISR,2020-04-15,179,
Israel,ISR,2020-04-16,182,
Israel,ISR,2020-04-17,165,
Israel,ISR,2020-04-18,174,
Israel,ISR,2020-04-19,157,
Israel,ISR,2020-04-20,154,
Israel,ISR,2020-04-21,145,
Israel,ISR,2020-04-22,149,
Israel,ISR,2020-04-23,146,
Israel,ISR,2020-04-24,144,
Israel,ISR,2020-04-25,136,
Israel,ISR,2020-04-26,142,
Israel,ISR,2020-04-27,132,
Israel,ISR,2020-04-28,127,
Israel,ISR,2020-04-29,122,
Israel,ISR,2020-04-30,112,
Israel,ISR,2020-05-01,109,
Israel,ISR,2020-05-02,111,
Israel,ISR,2020-05-03,101,
Israel,ISR,2020-05-04,97,
Israel,ISR,2020-05-05,91,
Israel,ISR,2020-05-06,88,
Israel,ISR,2020-05-07,84,
Israel,ISR,2020-05-08,78,
Israel,ISR,2020-05-09,78,
Israel,ISR,2020-05-10,74,
Israel,ISR,2020-05-11,69,
Israel,ISR,2020-05-12,66,
Israel,ISR,2020-05-13,61,
Israel,ISR,2020-05-14,61,
Israel,ISR,2020-05-15,61,
Israel,ISR,2020-05-16,60,
Israel,ISR,2020-05-17,55,
Israel,ISR,2020-05-18,52,
Israel,ISR,2020-05-19,51,
Israel,ISR,2020-05-20,46,
Israel,ISR,2020-05-21,47,
Israel,ISR,2020-05-22,46,
Israel,ISR,2020-05-23,46,
Israel,ISR,2020-05-24,43,
Israel,ISR,2020-05-25,41,
Israel,ISR,2020-05-26,36,
Israel,ISR,2020-05-27,40,
Israel,ISR,2020-05-28,36,
Israel,ISR,2020-05-29,39,
Israel,ISR,2020-05-30,35,
Israel,ISR,2020-05-31,35,
Israel,ISR,2020-06-01,32,
Israel,ISR,2020-06-02,29,
Israel,ISR,2020-06-03,28,
Israel,ISR,2020-06-04,30,
Israel,ISR,2020-06-05,29,
Israel,ISR,2020-06-06,29,
Israel,ISR,2020-06-07,29,
Israel,ISR,2020-06-08,30,
Israel,ISR,2020-06-09,31,
Israel,ISR,2020-06-10,32,
Israel,ISR,2020-06-11,35,
Israel,ISR,2020-06-12,35,
Israel,ISR,2020-06-13,35,
Israel,ISR,2020-06-14,31,
Israel,ISR,2020-06-15,36,
Israel,ISR,2020-06-16,38,
Israel,ISR,2020-06-17,36,
Israel,ISR,2020-06-18,40,
Israel,ISR,2020-06-19,39,
Israel,ISR,2020-06-20,41,
Israel,ISR,2020-06-21,45,
Israel,ISR,2020-06-22,44,
Israel,ISR,2020-06-23,40,
Israel,ISR,2020-06-24,45,
Israel,ISR,2020-06-25,44,
Israel,ISR,2020-06-26,45,
Israel,ISR,2020-06-27,40,
Israel,ISR,2020-06-28,39,
Israel,ISR,2020-06-29,44,
Israel,ISR,2020-06-30,56,
Israel,ISR,2020-07-01,59,
Israel,ISR,2020-07-02,72,
Israel,ISR,2020-07-03,83,
Israel,ISR,2020-07-04,85,
Israel,ISR,2020-07-05,94,
Israel,ISR,2020-07-06,90,
Israel,ISR,2020-07-07,94,
Israel,ISR,2020-07-08,113,
Israel,ISR,2020-07-09,126,
Israel,ISR,2020-07-10,130,
Israel,ISR,2020-07-11,135,
Israel,ISR,2020-07-12,150,
Israel,ISR,2020-07-13,183,
Israel,ISR,2020-07-14,188,
Israel,ISR,2020-07-15,208,
Israel,ISR,2020-07-16,208,
Israel,ISR,2020-07-17,218,
Israel,ISR,2020-07-18,234,
Israel,ISR,2020-07-19,270,
Israel,ISR,2020-07-20,264,
Israel,ISR,2020-07-21,256,
Israel,ISR,2020-07-22,284,
Israel,ISR,2020-07-23,309,
Israel,ISR,2020-07-24,327,
Israel,ISR,2020-07-25,319,
Israel,ISR,2020-07-26,309,
Israel,ISR,2020-07-27,314,
Israel,ISR,2020-07-28,320,
Israel,ISR,2020-07-29,333,
Israel,ISR,2020-07-30,316,
Israel,ISR,2020-07-31,315,
Israel,ISR,2020-08-01,335,
Israel,ISR,2020-08-02,347,
Israel,ISR,2020-08-03,326,
Israel,ISR,2020-08-04,339,
Israel,ISR,2020-08-05,352,
Israel,ISR,2020-08-06,354,
Israel,ISR,2020-08-07,364,
Israel,ISR,2020-08-08,386,
Israel,ISR,2020-08-09,384,
Israel,ISR,2020-08-10,390,
Israel,ISR,2020-08-11,372,
Israel,ISR,2020-08-12,370,
Israel,ISR,2020-08-13,370,
Israel,ISR,2020-08-14,369,
Israel,ISR,2020-08-15,381,
Israel,ISR,2020-08-16,374,
Israel,ISR,2020-08-17,392,
Israel,ISR,2020-08-18,398,
Israel,ISR,2020-08-19,380,
Israel,ISR,2020-08-20,392,
Israel,ISR,2020-08-21,397,
Israel,ISR,2020-08-22,401,
Israel,ISR,2020-08-23,403,
Israel,ISR,2020-08-24,422,
Israel,ISR,2020-08-25,425,
Israel,ISR,2020-08-26,414,
Israel,ISR,2020-08-27,420,
Israel,ISR,2020-08-28,416,
Israel,ISR,2020-08-29,434,
Israel,ISR,2020-08-30,451,
Israel,ISR,2020-08-31,431,
Israel,ISR,2020-09-01,412,
Israel,ISR,2020-09-02,417,
Israel,ISR,2020-09-03,407,
Israel,ISR,2020-09-04,422,
Israel,ISR,2020-09-05,442,
Israel,ISR,2020-09-06,459,
Israel,ISR,2020-09-07,461,
Israel,ISR,2020-09-08,461,
Israel,ISR,2020-09-09,489,
Israel,ISR,2020-09-10,495,
Israel,ISR,2020-09-11,493,
Israel,ISR,2020-09-12,514,
Israel,ISR,2020-09-13,518,
Israel,ISR,2020-09-14,527,
Israel,ISR,2020-09-15,525,
Israel,ISR,2020-09-16,531,
Israel,ISR,2020-09-17,575,
Israel,ISR,2020-09-18,591,
Israel,ISR,2020-09-19,613,
Israel,ISR,2020-09-20,632,
Israel,ISR,2020-09-21,654,
Israel,ISR,2020-09-22,636,
Israel,ISR,2020-09-23,669,
Israel,ISR,2020-09-24,674,
Israel,ISR,2020-09-25,709,
Israel,ISR,2020-09-26,721,
Israel,ISR,2020-09-27,740,
Israel,ISR,2020-09-28,764,
Israel,ISR,2020-09-29,806,
Israel,ISR,2020-09-30,824,
Israel,ISR,2020-10-01,814,
Israel,ISR,2020-10-02,848,
Israel,ISR,2020-10-03,843,
Israel,ISR,2020-10-04,897,
Israel,ISR,2020-10-05,871,
Israel,ISR,2020-10-06,855,
Israel,ISR,2020-10-07,849,
Israel,ISR,2020-10-08,839,
Israel,ISR,2020-10-09,831,
Israel,ISR,2020-10-10,812,
Israel,ISR,2020-10-11,807,
Israel,ISR,2020-10-12,798,
Israel,ISR,2020-10-13,765,
Israel,ISR,2020-10-14,724,
Israel,ISR,2020-10-15,701,
Israel,ISR,2020-10-16,658,
Israel,ISR,2020-10-17,646,
Israel,ISR,2020-10-18,665,
Israel,ISR,2020-10-19,647,
Israel,ISR,2020-10-20,624,
Israel,ISR,2020-10-21,603,
Israel,ISR,2020-10-22,587,
Israel,ISR,2020-10-23,558,
Israel,ISR,2020-10-24,539,
Israel,ISR,2020-10-25,510,
Israel,ISR,2020-10-26,491,
Israel,ISR,2020-10-27,479,
Israel,ISR,2020-10-28,464,
Israel,ISR,2020-10-29,446,
Israel,ISR,2020-10-30,428,
Israel,ISR,2020-10-31,410,
Israel,ISR,2020-11-01,400,
Israel,ISR,2020-11-02,401,
Israel,ISR,2020-11-03,384,
Israel,ISR,2020-11-04,357,
Israel,ISR,2020-11-05,334,
Israel,ISR,2020-11-06,319,
Israel,ISR,2020-11-07,327,
Israel,ISR,2020-11-08,339,
Israel,ISR,2020-11-09,333,
Israel,ISR,2020-11-10,310,
Israel,ISR,2020-11-11,309,
Israel,ISR,2020-11-12,306,
Israel,ISR,2020-11-13,292,
Israel,ISR,2020-11-14,292,
Israel,ISR,2020-11-15,312,
Israel,ISR,2020-11-16,318,
Israel,ISR,2020-11-17,319,
Israel,ISR,2020-11-18,313,
Israel,ISR,2020-11-19,321,
Israel,ISR,2020-11-20,316,
Israel,ISR,2020-11-21,310,
Israel,ISR,2020-11-22,305,
Israel,ISR,2020-11-23,292,
Israel,ISR,2020-11-24,281,
Israel,ISR,2020-11-25,293,
Israel,ISR,2020-11-26,281,
Israel,ISR,2020-11-27,280,
Israel,ISR,2020-11-28,267,
Israel,ISR,2020-11-29,277,
Israel,ISR,2020-11-30,271,
Israel,ISR,2020-12-01,280,
Israel,ISR,2020-12-02,292,
Israel,ISR,2020-12-03,309,
Israel,ISR,2020-12-04,325,
Israel,ISR,2020-12-05,331,
Israel,ISR,2020-12-06,344,
Israel,ISR,2020-12-07,337,
Israel,ISR,2020-12-08,327,
Israel,ISR,2020-12-09,324,
Israel,ISR,2020-12-10,322,
Israel,ISR,2020-12-11,340,
Israel,ISR,2020-12-12,345,
Israel,ISR,2020-12-13,381,
Israel,ISR,2020-12-14,388,
Israel,ISR,2020-12-15,395,
Israel,ISR,2020-12-16,406,
Israel,ISR,2020-12-17,432,
Israel,ISR,2020-12-18,452,
Israel,ISR,2020-12-19,465,
Israel,ISR,2020-12-20,470,
Israel,ISR,2020-12-21,487,
Israel,ISR,2020-12-22,511,
Israel,ISR,2020-12-23,515,
Israel,ISR,2020-12-24,526,
Israel,ISR,2020-12-25,552,
Israel,ISR,2020-12-26,576,
Israel,ISR,2020-12-27,611,
Israel,ISR,2020-12-28,615,
Israel,ISR,2020-12-29,640,
Israel,ISR,2020-12-30,661,
Israel,ISR,2020-12-31,707,
Israel,ISR,2021-01-01,734,
Israel,ISR,2021-01-02,740,
Israel,ISR,2021-01-03,800,
Israel,ISR,2021-01-04,835,
Israel,ISR,2021-01-05,869,
Israel,ISR,2021-01-06,914,
Israel,ISR,2021-01-07,922,
Israel,ISR,2021-01-08,933,
Israel,ISR,2021-01-09,996,
Israel,ISR,2021-01-10,1069,
Israel,ISR,2021-01-11,1083,
Israel,ISR,2021-01-12,1074,
Israel,ISR,2021-01-13,1096,
Israel,ISR,2021-01-14,1141,
Israel,ISR,2021-01-15,1163,
Israel,ISR,2021-01-16,1184,
Israel,ISR,2021-01-17,1193,
Israel,ISR,2021-01-18,1176,
Israel,ISR,2021-01-19,1190,
Israel,ISR,2021-01-20,1180,
Israel,ISR,2021-01-21,1157,
Israel,ISR,2021-01-22,1148,
Israel,ISR,2021-01-23,1175,
Israel,ISR,2021-01-24,1183,
Israel,ISR,2021-01-25,1175,
Israel,ISR,2021-01-26,1185,
Israel,ISR,2021-01-27,1160,
Israel,ISR,2021-01-28,1175,
Israel,ISR,2021-01-29,1145,
Israel,ISR,2021-01-30,1145,
Israel,ISR,2021-01-31,1151,
Israel,ISR,2021-02-01,1130,
Israel,ISR,2021-02-02,1103,
Israel,ISR,2021-02-03,1134,
Israel,ISR,2021-02-04,1117,
Israel,ISR,2021-02-05,1123,
Israel,ISR,2021-02-06,1129,
Israel,ISR,2021-02-07,1148,
Israel,ISR,2021-02-08,1118,
Israel,ISR,2021-02-09,1066,
Israel,ISR,2021-02-10,1050,
Israel,ISR,2021-02-11,1008,
Israel,ISR,2021-02-12,969,
Israel,ISR,2021-02-13,978,
Israel,ISR,2021-02-14,1023,
Israel,ISR,2021-02-15,1001,
Israel,ISR,2021-02-16,949,
Israel,ISR,2021-02-17,951,
Israel,ISR,2021-02-18,898,
Israel,ISR,2021-02-19,834,
Israel,ISR,2021-02-20,821,
Israel,ISR,2021-02-21,815,
Israel,ISR,2021-02-22,808,
Israel,ISR,2021-02-23,795,
Israel,ISR,2021-02-24,785,
Israel,ISR,2021-02-25,750,
Israel,ISR,2021-02-26,741,
Israel,ISR,2021-02-27,737,
Israel,ISR,2021-02-28,747,
Israel,ISR,2021-03-01,733,
Israel,ISR,2021-03-02,703,
Israel,ISR,2021-03-03,719,
Israel,ISR,2021-03-04,710,
Israel,ISR,2021-03-05,670,
Israel,ISR,2021-03-06,696,
Israel,ISR,2021-03-07,708,
Israel,ISR,2021-03-08,678,
Israel,ISR,2021-03-09,666,
Israel,ISR,2021-03-10,648,
Israel,ISR,2021-03-11,638,
Israel,ISR,2021-03-12,615,
Israel,ISR,2021-03-13,608,
Israel,ISR,2021-03-14,632,
Israel,ISR,2021-03-15,594,
Israel,ISR,2021-03-16,586,
Israel,ISR,2021-03-17,556,
Israel,ISR,2021-03-18,566,
Israel,ISR,2021-03-19,548,
Israel,ISR,2021-03-20,533,
Israel,ISR,2021-03-21,549,
Israel,ISR,2021-03-22,506,
Israel,ISR,2021-03-23,494,
Israel,ISR,2021-03-24,475,
Israel,ISR,2021-03-25,479,
Israel,ISR,2021-03-26,453,
Israel,ISR,2021-03-27,437,
Israel,ISR,2021-03-28,444,
Israel,ISR,2021-03-29,437,
Israel,ISR,2021-03-30,395,
Israel,ISR,2021-03-31,384,
Israel,ISR,2021-04-01,371,
Israel,ISR,2021-04-02,333,
Israel,ISR,2021-04-03,336,
Israel,ISR,2021-04-04,330,
Israel,ISR,2021-04-05,309,
Israel,ISR,2021-04-06,302,
Israel,ISR,2021-04-07,290,
Israel,ISR,2021-04-08,268,
Israel,ISR,2021-04-09,257,
Israel,ISR,2021-04-10,248,
Israel,ISR,2021-04-11,245,
Israel,ISR,2021-04-12,240,
Israel,ISR,2021-04-13,222,
Israel,ISR,2021-04-14,202,
Israel,ISR,2021-04-15,186,
Israel,ISR,2021-04-16,181,
Israel,ISR,2021-04-17,178,
Israel,ISR,2021-04-18,182,
Israel,ISR,2021-04-19,173,
Israel,ISR,2021-04-20,160,
Israel,ISR,2021-04-21,155,
Israel,ISR,2021-04-22,147,
Israel,ISR,2021-04-23,145,
Israel,ISR,2021-04-24,138,
Israel,ISR,2021-04-25,138,
Israel,ISR,2021-04-26,137,
Israel,ISR,2021-04-27,130,
Israel,ISR,2021-04-28,122,
Israel,ISR,2021-04-29,107,
Israel,ISR,2021-04-30,104,
Israel,ISR,2021-05-01,104,
Israel,ISR,2021-05-02,99,
Israel,ISR,2021-05-03,94,
Israel,ISR,2021-05-04,89,
Israel,ISR,2021-05-05,88,
Israel,ISR,2021-05-06,81,
Israel,ISR,2021-05-07,79,
Israel,ISR,2021-05-08,79,
Israel,ISR,2021-05-09,75,
Israel,ISR,2021-05-10,70,
Israel,ISR,2021-05-11,70,
Israel,ISR,2021-05-12,64,
Israel,ISR,2021-05-13,57,
Israel,ISR,2021-05-14,59,
Israel,ISR,2021-05-15,58,
Israel,ISR,2021-05-16,61,
Israel,ISR,2021-05-17,57,
Israel,ISR,2021-05-18,53,
Israel,ISR,2021-05-19,52,
Israel,ISR,2021-05-20,56,
Israel,ISR,2021-05-21,51,
Israel,ISR,2021-05-22,51,
Israel,ISR,2021-05-23,52,
Israel,ISR,2021-05-24,51,
Israel,ISR,2021-05-25,47,
Israel,ISR,2021-05-26,44,
Israel,ISR,2021-05-27,42,
Israel,ISR,2021-05-28,40,
Israel,ISR,2021-05-29,40,
Israel,ISR,2021-05-30,40,
Israel,ISR,2021-05-31,40,
Israel,ISR,2021-06-01,40,
Israel,ISR,2021-06-02,35,
Israel,ISR,2021-06-03,35,
Israel,ISR,2021-06-04,34,
Israel,ISR,2021-06-05,33,
Israel,ISR,2021-06-06,35,
Israel,ISR,2021-06-07,31,
Israel,ISR,2021-06-08,30,
Israel,ISR,2021-06-09,30,
Israel,ISR,2021-06-10,30,
Israel,ISR,2021-06-11,30,
Israel,ISR,2021-06-12,28,
Israel,ISR,2021-06-13,27,
Israel,ISR,2021-06-14,27,
Israel,ISR,2021-06-15,24,
Israel,ISR,2021-06-16,21,
Israel,ISR,2021-06-17,21,
Israel,ISR,2021-06-18,19,
Israel,ISR,2021-06-19,19,
Israel,ISR,2021-06-20,21,
Israel,ISR,2021-06-21,21,
Israel,ISR,2021-06-22,24,
Israel,ISR,2021-06-23,23,
Israel,ISR,2021-06-24,22,
Israel,ISR,2021-06-25,22,
Israel,ISR,2021-06-26,23,
Israel,ISR,2021-06-27,22,
Israel,ISR,2021-06-28,20,
Israel,ISR,2021-06-29,20,
Israel,ISR,2021-06-30,22,
Israel,ISR,2021-07-01,23,
Israel,ISR,2021-07-02,25,
Israel,ISR,2021-07-03,27,
Israel,ISR,2021-07-04,28,
Israel,ISR,2021-07-05,32,
Israel,ISR,2021-07-06,35,
Israel,ISR,2021-07-07,41,
Israel,ISR,2021-07-08,41,
Israel,ISR,2021-07-09,39,
Israel,ISR,2021-07-10,39,
Israel,ISR,2021-07-11,48,
Israel,ISR,2021-07-12,49,
Israel,ISR,2021-07-13,45,
Israel,ISR,2021-07-14,51,
Israel,ISR,2021-07-15,55,
Israel,ISR,2021-07-16,49,
Israel,ISR,2021-07-17,58,
Israel,ISR,2021-07-18,66,
Israel,ISR,2021-07-19,61,
Israel,ISR,2021-07-20,62,
Israel,ISR,2021-07-21,67,
Israel,ISR,2021-07-22,76,
Israel,ISR,2021-07-23,87,
Israel,ISR,2021-07-24,89,
Israel,ISR,2021-07-25,97,
Israel,ISR,2021-07-26,122,
Israel,ISR,2021-07-27,154,
Israel,ISR,2021-07-28,150,
Israel,ISR,2021-07-29,155,
Israel,ISR,2021-07-30,178,
Israel,ISR,2021-07-31,197,
Israel,ISR,2021-08-01,196,
Israel,ISR,2021-08-02,213,
Israel,ISR,2021-08-03,229,
Israel,ISR,2021-08-04,237,
Israel,ISR,2021-08-05,259,
Israel,ISR,2021-08-06,276,
Israel,ISR,2021-08-07,330,
Israel,ISR,2021-08-08,375,
Israel,ISR,2021-08-09,391,
Israel,ISR,2021-08-10,403,
Israel,ISR,2021-08-11,415,
Israel,ISR,2021-08-12,454,
Israel,ISR,2021-08-13,484,
Israel,ISR,2021-08-14,506,
Israel,ISR,2021-08-15,550,
Israel,ISR,2021-08-16,543,
Israel,ISR,2021-08-17,574,
Israel,ISR,2021-08-18,607,
Israel,ISR,2021-08-19,606,
Israel,ISR,2021-08-20,617,
Israel,ISR,2021-08-21,663,
Israel,ISR,2021-08-22,699,
Israel,ISR,2021-08-23,704,
Israel,ISR,2021-08-24,704,
Israel,ISR,2021-08-25,711,
Israel,ISR,2021-08-26,705,
Israel,ISR,2021-08-27,707,
Israel,ISR,2021-08-28,703,
Israel,ISR,2021-08-29,766,
Israel,ISR,2021-08-30,760,
Israel,ISR,2021-08-31,720,
Israel,ISR,2021-09-01,700,
Israel,ISR,2021-09-02,681,
Israel,ISR,2021-09-03,669,
Israel,ISR,2021-09-04,673,
Israel,ISR,2021-09-05,692,
Israel,ISR,2021-09-06,658,
Israel,ISR,2021-09-07,650,
Israel,ISR,2021-09-08,667,
Israel,ISR,2021-09-09,677,
Israel,ISR,2021-09-10,680,
Israel,ISR,2021-09-11,686,
Israel,ISR,2021-09-12,707,
Israel,ISR,2021-09-13,683,
Israel,ISR,2021-09-14,674,
Israel,ISR,2021-09-15,663,
Israel,ISR,2021-09-16,644,
Israel,ISR,2021-09-17,678,
Israel,ISR,2021-09-18,712,
Israel,ISR,2021-09-19,730,
Israel,ISR,2021-09-20,708,
Israel,ISR,2021-09-21,703,
Israel,ISR,2021-09-22,738,
Israel,ISR,2021-09-23,731,
Israel,ISR,2021-09-24,704,
Israel,ISR,2021-09-25,687,
Israel,ISR,2021-09-26,705,
Israel,ISR,2021-09-27,678,
Israel,ISR,2021-09-28,661,
Israel,ISR,2021-09-29,667,
Israel,ISR,2021-09-30,636,
Israel,ISR,2021-10-01,609,
Israel,ISR,2021-10-02,590,
Israel,ISR,2021-10-03,578,
Israel,ISR,2021-10-04,550,
Israel,ISR,2021-10-05,504,
Israel,ISR,2021-10-06,484,
Israel,ISR,2021-10-07,462,
Israel,ISR,2021-10-08,457,
Israel,ISR,2021-10-09,456,
Israel,ISR,2021-10-10,456,
Israel,ISR,2021-10-11,436,
Israel,ISR,2021-10-12,420,
Israel,ISR,2021-10-13,409,
Israel,ISR,2021-10-14,385,
Israel,ISR,2021-10-15,378,
Israel,ISR,2021-10-16,374,
Israel,ISR,2021-10-17,381,
Israel,ISR,2021-10-18,358,
Israel,ISR,2021-10-19,351,
Israel,ISR,2021-10-20,339,
Israel,ISR,2021-10-21,312,
Israel,ISR,2021-10-22,300,
Israel,ISR,2021-10-23,291,
Israel,ISR,2021-10-24,279,
Israel,ISR,2021-10-25,258,
Israel,ISR,2021-10-26,241,
Israel,ISR,2021-10-27,232,
Israel,ISR,2021-10-28,231,
Israel,ISR,2021-10-29,217,
Israel,ISR,2021-10-30,215,
Israel,ISR,2021-10-31,218,
Israel,ISR,2021-11-01,210,
Israel,ISR,2021-11-02,205,
Israel,ISR,2021-11-03,190,
Israel,ISR,2021-11-04,175,
Israel,ISR,2021-11-05,172,
Israel,ISR,2021-11-06,174,
Israel,ISR,2021-11-07,169,
Israel,ISR,2021-11-08,163,
Israel,ISR,2021-11-09,154,
Israel,ISR,2021-11-10,146,
Israel,ISR,2021-11-11,145,
Israel,ISR,2021-11-12,147,
Israel,ISR,2021-11-13,149,
Israel,ISR,2021-11-14,149,
Israel,ISR,2021-11-15,138,
Israel,ISR,2021-11-16,135,
Israel,ISR,2021-11-17,136,
Israel,ISR,2021-11-18,132,
Israel,ISR,2021-11-19,124,
Israel,ISR,2021-11-20,127,
Israel,ISR,2021-11-21,129,
Israel,ISR,2021-11-22,128,
Israel,ISR,2021-11-23,125,
Israel,ISR,2021-11-24,118,
Israel,ISR,2021-11-25,118,
Israel,ISR,2021-11-26,121,
Israel,ISR,2021-11-27,123,
Israel,ISR,2021-11-28,125,
Israel,ISR,2021-11-29,117,
Israel,ISR,2021-11-30,115,
Israel,ISR,2021-12-01,112,
Israel,ISR,2021-12-02,111,
Israel,ISR,2021-12-03,108,
Israel,ISR,2021-12-04,106,
Israel,ISR,2021-12-05,107,
